timestamp;MAC;subcarrier;amplitude;phase;RSSI;frame_control
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;38;560.2231698172;-0.8612020008;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;39;536.3170703977;-1.2006773877;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;40;438.0102738521;-1.5639471188;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;41;371.7122543043;-1.6327116967;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;42;458.8474692095;-1.8946144179;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;43;428.2639373097;-2.1970175116;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;44;516.3448460089;-2.3315419513;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;45;623.1957958780;-2.7584045189;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;46;584.0359577971;-2.9468834540;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;47;726.0172174267;-3.1347057101;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;48;740.1682241221;2.7826638556;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;49;681.2965580421;2.5727245223;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;50;685.4144731475;2.3819885617;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;51;646.0472118971;2.1051102486;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;52;571.6397466937;2.0156668002;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;53;679.0184091761;1.8375650383;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;54;632.9944707499;1.4583945156;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;55;598.3519031473;1.3756950926;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;56;621.4121015880;1.0797977287;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;57;615.2105330698;0.9214435293;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;58;635.0196847343;0.9351690710;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;59;662.4507528866;0.6558797036;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;60;645.8684076497;0.4227833296;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;61;577.0415929550;0.1671429768;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;62;451.8074811244;-0.0597955936;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;63;293.9812919218;-0.7252299122;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;0;3252.5782081297;2.8730485766;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;1;478.3576068173;2.7894281999;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;2;687.3718062301;0.5444114950;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;3;762.0813604859;-1.2888917807;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;4;702.6720429902;-2.9670853350;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;5;552.4825789109;1.8816715229;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;6;621.9212168756;0.2953070758;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;7;694.0641180756;-1.6790669177;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;8;505.0158413357;3.1336720272;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;9;448.0178567870;1.5797246610;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;10;562.0293586638;-0.0605320198;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;11;551.6964745220;-1.7770789616;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;12;495.9132988739;2.8364222124;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;13;503.9533708589;1.4454568384;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;14;574.0557464219;-0.0139363799;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;15;591.5741711738;-1.7509522155;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;16;538.8970217027;2.8069320184;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;17;435.6799283878;1.3954593227;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;18;484.9917525072;-0.1573522252;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;19;546.1547399776;-1.8433113421;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;20;598.0802621722;2.7828219833;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;21;687.9425848136;0.8749413565;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;22;716.2408812683;-0.6974197142;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;23;724.8896467739;-2.4823643648;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;24;706.8472253606;1.9673286571;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;25;660.1855799698;0.2416722828;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;26;709.7527738586;-1.4550045623;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;27;711.6754878454;3.0980196879;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;28;11265.0000000000;0.0000000000;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;29;38263.4371691828;-2.1198214666;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;30;128.0000000000;0.0000000000;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;31;3323.4808559701;-1.3601232941;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;32;3234.3778381630;-0.3221416377;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;33;5224.1418434036;-1.7678915638;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;34;5970.2095440612;2.1106987640;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;35;7798.9456338662;-1.9758059681;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;36;772.2188808881;0.6365082158;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;37;668.1077757368;-1.1580430672;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;38;691.2720159243;-3.0604937062;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;39;512.4782922232;1.3243978823;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;40;555.5429776354;-0.4829688759;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;41;650.7595562110;-2.3301134489;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;42;585.2426847044;2.3163123841;-78.0000000000;148
2024-06-29 07:53:47:910788;e4:be:ed:7b:2f:79;43;634.4919227224;0.9443175333;-78.0000000000;148
